20161107,118.6,118.7,118.45,118.5,723,0
20161108,118.7,119.9,118,118,911,0
20161109,117,121,115.5,120.6,2800,0
20161110,122.3,123.8,119.3,119.3,1877,0
20161114,119.3,122.45,118.6,118.6,1020,0
20161115,119,122,118,118.2,3303,0
20161116,118.2,119.7,118,119.55,4261,0
20161117,119.55,119.55,118.2,118.2,1250,0
20161118,118.2,121,117.75,121,5544,0
20161121,120.85,121.95,118,120.55,1803,0
20161122,119,123,119,122.5,1720,0
20161123,123,123,119.4,121,739,0
20161124,122.3,128.7,122.2,124.7,14167,0
20161125,126.8,127.6,123,126.4,3386,0
20161128,127.6,136,125.5,131,15587,0
20161129,133.95,134.5,132.1,132.5,9902,0
20161130,133.5,133.5,129.6,132.2,4546,0
20161201,132.8,133.35,130.65,132.2,3276,0
20161202,132.25,132.8,130.8,132.8,3094,0
20161205,134,139.45,134,138,8611,0
20161206,139.5,144.6,138,139.65,5601,0
20161207,143,143,138,138,6487,0
20161208,138,139,134.05,138.95,9153,0
20161209,138,139.6,135,137.3,4086,0
20161212,137.2,142.5,136.3,140.3,8170,0
20161213,142,146,140.55,145.9,6914,0
20161214,147,149,143,143.5,5351,0
20161215,143.5,148.55,143.5,147.3,3312,0
20161216,147.9,148.1,146,146.8,3494,0
20161219,146.65,146.65,136.5,139.9,12076,0
20161220,139,139,136,139,11130,0
20161221,138.8,142.9,137,142,13828,0
20161222,140,148.4,140,146,19953,0
20161223,147.5,147.6,145.4,146.5,12891,0
20161227,147.5,148,146.2,148,12172,0
20161228,147.95,148.5,147.15,148.2,15369,0
20161229,148.2,149,146.5,148.2,5004,0
20161230,146.9,147.8,146.5,146.8,6545,0
